2_grams,Frequency
tied cancer,3
rocket blasts,3
new molecule,3
millions years,3
red spot,3
gene may,3
cure blindness,3
soon robot,3
polio virus,3
breath may,3
first malaria,3
week old,3
malaria mosquitoes,3
found frozen,3
flying cars,3
add 2,3
increases heart,3
firm plans,3
humans mars,3
sex determination,3
first gene,3
good real,3
firm handshake,3
children born,3
experts make,3
modern life,3
control pcs,3
full moon,3
strong solar,3
dead sea,3
malaria drug,3
volcano found,3
space observatory,3
faster light,3
malaria study,3
found hiding,3
doodle celebrates,3
diabetes cure,3
bacteria found,3
artificial heart,3
cuts breast,3
sex women,3
way black,3
lead heart,3
poor sleep,3
genes help,3
first science,3
hiv spread,3
lower heart,3
isro plans,3
weapon fight,3
lift mood,3
pills made,3
breaks record,3
trigger diabetes,3
spread cancer,3
blood clot,3
low levels,3
naked eye,3
human intelligence,3
dna sequencing,3
raises risk,3
oral cancer,3
olds understand,3
comet landing,3
found space,3
recycled rocket,3
chronic pain,3
mobile use,3
aids epidemic,3
woman heart,3
high fat,3
grand canyon,3
obesity could,3
hypertension study,3
nasa releases,3
two new,3
white bread,3
less live,3
best friends,3
earth may,3
old mummy,3
better men,3
china send,3
ferry astronauts,3
alternative antibiotics,3
drinking hits,3
shelf life,3
power plants,3
linked birth,3
clot risk,3
indian space,3
comet probe,3
may possible,3
restore memory,3
star may,3
used make,3
million people,3
way cut,3
may raise,3
fake news,3
north pole,3
use ups,3
prefer men,3
4 billion,3
flight record,3
games make,3
3d images,3
helps prevent,3
new form,3
disease diabetes,3
8 yrs,3
much sleep,3
mice men,3
launch delayed,3
human dna,3
linked cancer,3
10 new,3
may indicate,3
orion spacecraft,3
protein rich,3
people fall,3
man best,3
kidney failure,3
new battery,3
malaria parasite,3
isro test,3
linked diabetes,3
bad weather,3
solve mystery,3
body heat,3
device turn,3
may risk,3
12 years,3
set get,3
beer goggles,3
plans next,3
scientists build,3
save us,3
apple day,3
help kick,3
sleep tied,3
fat diets,3
trial aids,3
