1_grams,Frequency
winner,86
names,86
reports,86
michelle,86
blood,86
care,86
hassan,86
16,86
wonder,86
internet,86
follows,86
nithya,86
sharman,86
jeet,86
uday,86
accused,86
krrish,86
talking,86
pens,86
regrets,86
anoop,86
miffed,85
diesel,85
jaan,85
sudhir,85
halle,85
america,85
sneha,85
tum,85
kaabil,85
account,85
sohail,85
sizzle,85
vin,85
across,85
shatrughan,85
kabali,85
kutcher,85
appear,85
follow,84
traffic,84
jagga,84
khatter,84
charges,84
wed,84
worth,84
relationships,84
liz,84
victims,84
spielberg,84
unni,84
outside,84
league,84
north,84
british,84
suman,84
grey,84
raima,84
started,84
bonding,84
witherspoon,84
impresses,84
robin,84
baba,84
bradley,84
theron,84
ticket,84
rakshit,84
demands,84
ladies,83
attends,83
rawal,83
sunday,83
crush,83
arnold,83
22,83
interest,83
passion,83
craig,83
avoid,83
anu,83
piracy,83
tara,83
stallone,83
less,83
fever,82
hour,82
learnt,82
defends,82
records,82
rhea,82
kartik,82
pednekar,82
geeta,82
belly,82
hegde,82
quits,82
aravind,82
rescue,82
hates,82
lagaan,82
multi,82
lock,82
baaghi,82
ca,82
pamela,82
key,82
honeymoon,82
daughters,82
driver,81
heidi,81
laxmi,81
kahaani,81
sequence,81
kya,81
bare,81
justice,81
shopping,81
suraj,81
sizzles,81
zanjeer,81
porn,81
views,81
believes,81
born,81
obama,81
johansson,81
gal,81
natalie,81
babbar,81
kavya,81
akshaye,81
catherine,81
ae,81
beach,81
dimple,80
dig,80
princess,80
guess,80
desai,80
bruce,80
mariah,80
banned,80
lata,80
baddie,80
low,80
mugdha,80
comfortable,80
dhan,80
skin,80
shaadi,80
katy,80
test,80
ask,80
giving,80
enjoying,80
changes,80
gender,80
sircar,80
rima,80
silver,79
avengers,79
victim,79
guest,79
vineeth,79
rebel,79
scripts,79
stylish,79
manu,79
suffers,79
ghost,79
safe,79
eight,79
judge,79
velvet,79
antony,79
slumdog,79
non,79
enter,78
bar,78
bhat,78
lifetime,78
february,78
mel,78
riya,78
gv,78
secrets,78
lingaa,78
along,78
damon,78
society,78
liam,78
pounds,78
allegations,78
beyond,78
memories,78
peace,78
violence,77
hat,77
batman,77
smile,77
sherlyn,77
mad,77
pallavi,77
rajasthan,77
taylor,77
ok,77
report,77
mantra,77
posts,77
legend,77
josh,77
yoga,77
attention,77
kevin,77
vidhu,77
horse,77
welcomes,77
splits,77
ftii,77
andrea,77
celebrating,77
tries,77
throws,77
gain,77
singam,77
budget,77
sandra,76
zindagi,76
rare,76
ishq,76
mrs,76
remembers,76
brown,76
23,76
shocked,76
rejected,76
period,76
speech,76
nihalani,76
aftab,75
kaushal,75
chauhan,75
barfi,75
cry,75
shine,75
apologises,75
kapoors,75
suhana,75
dialogues,75
market,75
tagore,75
govt,75
gopi,75
following,75
artist,75
thackeray,75
silence,75
diljit,75
fears,75
sophie,75
satish,75
bloom,75
die,75
jude,75
jason,75
continue,75
surprises,75
cold,74
jokes,74
durga,74
peter,74
facebook,74
boban,74
room,74
disney,74
toh,74
tunes,74
enters,74
oprah,74
iifa,74
comments,74
confident,74
lesbian,74
nanda,74
goals,74
mamta,74
longoria,74
jab,74
australia,74
sport,74
60,74
pen,74
berry,74
seven,74
fir,74
raaz,74
sold,74
drishyam,73
marvel,73
ups,73
interview,73
hansal,73
vote,73
keeping,73
recalls,73
amazing,73
leads,73
tolly,73
grace,73
village,73
fat,73
26,73
aayush,73
mushkil,73
cyrus,73
fails,73
tanu,73
hathaway,73
pillai,73
dons,72
shashi,72
phone,72
positive,72
stands,72
preet,72
adnan,72
fall,72
blake,72
cousin,72
abs,72
trump,72
charm,72
stardom,72
sense,72
reboot,72
ranjith,72
bachchans,72
carey,72
interested,72
miller,72
ashton,72
promo,72
bhushan,72
hitched,72
chooses,71
aaryan,71
bigger,71
threat,71
refused,71
tubelight,71
simple,71
urvashi,71
amar,71
weinstein,71
harman,71
scott,71
manjrekar,71
suchitra,71
officer,71
dharam,71
dosanjh,71
fifty,71
steven,71
strikes,71
prabhudheva,71
msg,71
talpade,71
stunning,71
anderson,71
byomkesh,71
gujarat,70
harvey,70
mood,70
sonal,70
playboy,70
sofia,70
onir,70
thumbs,70
turning,70
fantastic,70
fights,70
lord,70
releasing,70
pretty,70
balki,70
raai,70
cannot,70
sreenivasan,70
storm,70
drops,70
motion,70
awe,70
girish,70
dear,70
jack,70
army,70
sheen,70
missed,70
sc,69
ankita,69
land,69
schwarzenegger,69
feeling,69
payo,69
worst,69
orlando,69
mendes,69
chitrangada,69
kaala,69
figure,69
27,69
anymore,69
vows,69
sean,69
dibakar,69
worldwide,69
spot,69
deadpool,69
penn,69
benegal,69
gun,69
verma,69
arrest,69
tomorrow,68
demi,68
ashok,68
khushi,68
madhu,68
introduces,68
simran,68
celebrated,68
parul,68
shower,68
promotes,68
lovely,68
masala,68
neerja,68
endorse,68
riding,68
amal,68
digital,68
pal,68
web,68
matthew,68
marries,68
sholay,68
politician,68
publicity,68
soul,68
bajpai,68
verdict,67
diva,67
donates,67
deepa,67
pain,67
tigmanshu,67
murali,67
tried,67
clicked,67
alert,67
wearing,67
khandelwal,67
achievement,67
cooking,67
killing,67
worried,67
motherhood,67
akhil,67
milkha,67
forever,67
kunis,67
ganguly,67
voted,67
agent,67
failure,67
mila,67
numbers,67
rakeysh,67
adopt,66
factor,66
pushed,66
moved,66
reaches,66
devgan,66
icon,66
elections,66
sizzling,66
idol,66
pathak,66
paparazzi,66
quirky,66
partner,66
barrymore,66
sush,66
invited,66
baadshah,66
kom,66
bilingual,66
masti,66
efron,66
joe,66
quite,66
bhaag,66
bald,66
appeal,66
victory,66
zac,66
abu,66
master,66
iyer,66
yuvan,66
posters,66
idiots,66
impossible,66
twist,66
size,66
adventure,66
nobody,65
naseer,65
training,65
al,65
namitha,65
reveal,65
cards,65
cate,65
sunjay,65
funeral,65
ramu,65
fair,65
mahima,65
magazine,65
niro,65
finding,65
front,65
franchise,65
jane,65
bajwa,65
shammi,65
kisses,65
bangkok,65
sonia,65
haider,65
packed,65
eve,65
jungle,65
sound,65
paoli,64
tag,64
udhayanidhi,64
pankaj,64
jan,64
hunt,64
jodi,64
cross,64
states,64
glamour,64
rituparno,64
armaan,64
andre,64
sell,64
anthony,64
mukundan,64
maharashtra,64
became,64
floor,64
watches,64
teacher,64
younger,64
bala,64
mass,64
downey,64
rakes,64
ko,64
resumes,64
prime,64
dulhania,64
baywatch,64
desperate,64
naresh,64
present,64
fitoor,64
handle,64
twin,64
sena,63
kitty,63
copy,63
nagesh,63
billa,63
hayek,63
truth,63
gibson,63
steve,63
meghna,63
sylvester,63
contest,63
katha,63
humour,63
indrajith,63
enjoyed,63
comedian,63
clears,63
jolly,63
sania,63
woody,63
dhruva,63
questions,63
signed,63
outing,63
insecure,63
door,63
critics,63
sun,63
friendly,63
bells,63
sujoy,63
milan,63
mms,63
order,63
raazi,63
nephew,63
wardrobe,63
mentor,63
adult,63
tears,63
flight,63
harris,63
nene,63
cheating,63
globe,63
breaking,63
remember,63
omg,62
douglas,62
sisters,62
shelved,62
kept,62
