2_grams,Frequency
bjp alleges,4
rally today,4
sworn chief,4
bjp eyes,4
make beeline,4
cabinet meeting,4
boycott elections,4
crore seized,4
party candidates,4
leaders campaign,4
bjp plays,4
six years,4
sympathy wave,4
son rise,4
indira gandhi,4
muslims turn,4
form next,4
new india,4
bhatt wife,4
congress demands,4
ki baat,4
lal meena,4
congress punjab,4
chief amit,4
bjp form,4
takes dig,4
manvendra singh,4
gujarat bjp,4
muslim face,4
polls tomorrow,4
manish sisodia,4
asks ec,4
coalition govt,4
votes says,4
jibe modi,4
draws blank,4
bsp sp,4
sops farmers,4
ram mandir,4
netas poll,4
takes oath,4
five seats,4
saffron surge,4
parties give,4
candidate list,4
low turnout,4
kumar says,4
sp alliance,4
campaign telangana,4
chhoti bahu,4
elections things,4
rahul campaign,4
govt may,4
b team,4
ahead assembly,4
kapil sibal,4
go poll,4
congress rebels,4
congress vows,4
holds sway,4
mukul roy,4
bjp headquarters,4
kejriwal meets,4
students union,4
caste factor,4
poll trail,4
bjp fears,4
muslim support,4
quit congress,4
voters create,4
set retain,4
congress jmm,4
election congress,4
poll survey,4
7 seats,4
new party,4
family feud,4
modi addresses,4
muslim women,4
polls aap,4
among women,4
rajasthan divided,4
government formation,4
voter awareness,4
alpesh thakor,4
liquor seized,4
bribe remark,4
akbaruddin owaisi,4
notice bjp,4
48 hours,4
sawai madhopur,4
bjp faces,4
list assembly,4
evm vvpat,4
among voters,4
party manifesto,4
singh sworn,4
highest ever,4
tough challenge,4
polling peaceful,4
non jat,4
congress hopes,4
pargat singh,4
bjp vision,4
third term,4
badal lambi,4
tarun gogoi,4
sacha sauda,4
bjp questions,4
women mlas,4
campaigning ends,4
2018 poll,4
announces names,4
independent candidate,4
casts vote,4
20 lakh,4
pins hopes,4
contest election,4
muslim candidates,4
battle ready,4
congress cm,4
single largest,4
cong sp,4
candidates polls,4
high stakes,4
delhi hc,4
mukhtar ansari,4
singh says,4
000 security,4
ec receives,4
last leg,4
bjp drops,4
time cm,4
one seat,4
uttarakhand bjp,4
bjp hold,4
candidates criminal,4
polls election,4
holds key,4
say bjp,4
chief poll,4
haryana elections,4
near yet,4
haryana poll,4
state politics,4
k bjp,4
three seats,4
election campaign,4
paper trail,4
govt says,4
call poll,4
4th phase,4
day nomination,4
bjp bastion,4
aap chief,4
atal bihari,4
yadav rahul,4
manipur assembly,4
polls akhilesh,4
yet far,4
kirori lal,4
back foot,4
gujarat congress,4
ahmed patel,4
chhattisgarh bjp,4
waiver promise,4
wi fi,4
bjp office,4
dummy candidates,4
says mulayam,4
rs 7,4
2017 polls,4
family rule,4
mizoram ceo,4
manipur cm,4
akhilesh cm,4
big brother,4
sushil kumar,4
bjp ministers,4
begin today,4
voters decide,4
75 turnout,4
university students,4
congress face,4
political rallies,4
gives congress,4
bihari vajpayee,4
aap vs,4
punjab goa,4
blitz today,4
sanjiv bhatt,4
kicks campaign,4
bjp makes,4
sangeet som,4
sp candidate,4
keshubhai patel,4
aap releases,4
nd tiwari,4
bjp loses,4
harsimrat kaur,4
bihar results,4
says narendra,4
cong tmc,4
2 days,4
pratap singh,4
know candidates,4
ahead elections,4
modi poll,4
two booths,4
family members,4
related violence,4
stake bjp,4
ravi shankar,4
says kcr,4
goa chief,4
government delhi,4
plan b,4
ips officer,4
nominations rejected,4
old man,4
bjp save,4
opposition alliance,4
voters may,4
big names,4
congress goes,4
last laugh,4
parties make,4
confident win,4
narhari amin,4
bjp hopeful,4
ajit pawar,4
bjp second,4
2015 muslim,4
trinamool candidate,4
shivraj chouhan,4
second time,4
chhattisgarh election,4
attacks modi,4
asks rahul,4
bjp winning,4
kejriwal party,4
rebel candidates,4
son law,4
sp ticket,4
haryana assembly,4
votes begins,4
central funds,4
court hear,4
makes poll,4
congress mp,4
kanshi ram,4
make mark,4
yogendra yadav,4
krishna poonia,4
day poll,4
joining bjp,4
regional parties,4
2015 arvind,4
seats congress,4
krishna nagar,4
new cm,4
rajasthan sachin,4
16 seats,4
divided mp,4
seats polls,4
bjp likely,4
key role,4
smaller parties,4
elections cm,4
chief ministerial,4
one man,4
feb 1,4
rajat kumar,4
phase begins,4
poll staff,4
central forces,4
team anna,4
1st list,4
wo vote,4
jammu kashmir,4
congress campaign,4
bjp big,4
election counting,4
let us,4
sp leader,4
pradesh poll,4
turnout second,4
poll official,4
rahul akhilesh,4
code violations,4
ec cash,4
2 seats,4
ajay singh,4
win back,4
polls mamata,4
commission india,4
commission plans,4
prakash javadekar,4
2015 bedi,4
play key,4
bjp alliance,4
tmc leader,4
gandhi address,4
may help,4
old city,4
tough task,4
ticket bjp,4
congress ahead,4
ajit singh,4
tells ec,4
back says,4
bjp president,4
sabha elections,4
shatrughan sinha,4
youth vote,4
4 5,4
february 1,4
acid test,4
mixed response,4
bjp cm,4
gb nagar,4
gandhi family,4
rebels may,4
ticket seekers,4
pradesh congress,4
3rd list,4
crore assets,4
bjp rebels,4
1 lakh,4
rs 10,4
two candidates,4
pm rally,4
cm akhilesh,4
congress takes,4
star power,4
hit election,4
women safety,4
bjp plans,4
leaves bjp,4
turn vote,4
goes polls,4
bjp looks,4
poll ring,4
distributing money,4
delhi rally,4
thackeray says,4
big parties,3
2g scam,3
poll surveys,3
cong mla,3
last two,3
modi vs,3
says new,3
ahead phase,3
bjp would,3
retains seat,3
temple issue,3
modi urges,3
mlas face,3
polls shivraj,3
gets bail,3
man files,3
muscle power,3
seek votes,3
fight congress,3
congress files,3
report card,3
rajasthan cong,3
sensitive booths,3
kejriwal cm,3
key issues,3
woo muslims,3
1 1,3
congress must,3
fall flat,3
bjp vs,3
migrant voters,3
elections phase,3
set example,3
bsp elephant,3
get rid,3
district administration,3
election panel,3
day voting,3
uttarakhand elections,3
right reject,3
ex servicemen,3
misleading people,3
brother law,3
election fever,3
independent candidates,3
virbhadra singh,3
found dead,3
candidate rs,3
full steam,3
identity politics,3
sakshi maharaj,3
festival democracy,3
sena contest,3
team akhilesh,3
wo campaign,3
free water,3
bjp demands,3
throws hat,3
congress bastion,3
rjd congress,3
voters ec,3
aap field,3
bjp joins,3
fight independents,3
says kamal,3
online campaign,3
bjp coming,3
4 000,3
sub quota,3
candidates mp,3
terror zone,3
till noon,3
kejriwal takes,3
cast ballot,3
result day,3
crorepati candidates,3
may lose,3
yadav family,3
reserved seats,3
aap poll,3
take poll,3
cpm leader,3
gujarat model,3
seats says,3
bjp mum,3
gets nod,3
notice narendra,3
bjp high,3
state assembly,3
takes bjp,3
polls peaceful,3
aap congress,3
loans rahul,3
red faced,3
elections heavy,3
